,GroupID,SessionID,LocationID,record_id,recording,start_time,end_time,latitude,longitude,Traffic,Other,Human,Natural,Pleasant,Eventful,pleasant,chaotic,vibrant,uneventful,calm,annoying,eventful,monotonous,overall,appropriateness,loudness,sss04,sss05,who01,who02,who03,who04,who05,WHO_sum,Age,Gender,occ00___1,occ00___2,occ00___3,occ00___4,occ00___5,occ00___6,occ00_other,edu00,eth00,eth00_other,misc00,misc01,misc03,misc03_other,use00,uni00,res00___1,res00___2,res00___3,res00___4,res00___5,res02,paper,language,Lockdown,FS_M0,FS_nrmse0,FS,FS_5,FS_10,FS_50,FS_90,FS_95,FS_Min,FS_Max,FS_5_FS_95,FS_10_FS_90,FS_Max_FS_Min,LAeq_M0,LAeq_nrmse0,LAeq,LAeq_5,LAeq_10,LAeq_50,LAeq_90,LAeq_95,LAeq_Min,LAeq_Max,LAeq_5_LAeq_95,LAeq_10_LAeq_90,LAeq_Max_LAeq_Min,N_M0,N_nrmse0,N_M1,N_nrmse1,N_M2,N_nrmse2,N_5,N_10,N_50,N_90,N_95,N_Min,N_Max,N_5_N_95,N_10_N_90,N_Max_N_Min,R_M0,R_nrmse0,R,R_5,R_10,R_50,R_90,R_95,R_Min,R_Max,R_5_R_95,R_10_R_90,R_Max_R_Min,S_M0,S_nrmse0,S_M1,S_nrmse1,S_M2,S_nrmse2,S,S_5,S_10,S_50,S_90,S_95,S_Min,S_Max,S_5_S_95,S_10_S_90,S_Max_S_Min,SIL_M0,SIL_nrmse0,SIL_5,SIL_10,SIL_50,SIL_90,SIL_95,SIL_Min,SIL_Max,SIL_5_SIL_95,SIL_10_SIL_90,SIL_Max_SIL_Min,T_M0,T_nrmse0,T_5,T_10,T_50,T_90,T_95,T_Min,T_Max,T_5_T_95,T_10_T_90,SpectralCentroid,MaxFreq,25,31,40,50,63,80,100,125,160,200,250,315,400,500,630,800,1000,1250,1600,2000,2500,3150,4000,5000,6300,8000,10000,12500,16000,20000,PeakSpectralCentroid,PeakMaxFreq,Peak_25,Peak_31,Peak_40,Peak_50,Peak_63,Peak_80,Peak_100,Peak_125,Peak_160,Peak_200,Peak_250,Peak_315,Peak_400,Peak_500,Peak_630,Peak_800,Peak_1000,Peak_1250,Peak_1600,Peak_2000,Peak_2500,Peak_3150,Peak_4000,Peak_5000,Peak_6300,Peak_8000,Peak_10000,Peak_12500,Peak_16000,Peak_20000,I_M0,I_nrmse0,I,I_5,I_10,I_50,I_90,I_95,I_Min,I_Max,I_5_I_95,I_10_I_90,I_Max_I_Min,LCeq_M0,LCeq_nrmse0,LCeq,LCeq_5,LCeq_10,LCeq_50,LCeq_90,LCeq_95,LCeq_Min,LCeq_Max,LCeq_5_LCeq_95,LCeq_10_LCeq_90,LCeq_Max_LCeq_Min,LZeq_M0,LZeq_nrmse0,LZeq,LZeq_5,LZeq_10,LZeq_50,LZeq_90,LZeq_95,LZeq_Min,LZeq_Max,LZeq_5_LZeq_95,LZeq_10_LZeq_90,LZeq_Max_LZeq_Min,THD_M0,THD_nrmse0,THD_5,THD_10,THD_50,THD_90,THD_95,THD_Min,THD_Max,THD_5_THD_95,THD_10_THD_90,THD_Max_THD_Min
827,RS111,RussellSq1,RussellSq,926,12-42-2,2019-06-19 12:30,2019-06-19 12:40,51.521683,-0.125982,3,1,3,3,0.603553391,0,4,2,4,2,4,1,2,2,5,4,3,1,3,5,5,2,5,5,88,29,2,1,0,0,0,0,0,,5,2,,,,2,,1,1,1,1,0,0,0,,0,English,1,-2.270387043,23.49361853,0.00743,0.0142,0.0126,0.00639,0.00328,0.0031,0.00285,0.0189,0.0111,0.00932,0.01605,-2.205173899,11.74445427,64.6,65.59,65.33,64.58,63.61,63.36,62.75,67.47,2.23,1.72,4.72,-2.367690581,556.7098233,-2.489327134,10.98091658,-1.288862967,4.006998225,21,20.7,19.5,18.4,18.2,17.1,23.4,2.8,2.3,6.3,-2.239912791,27.99215112,0.0273,0.0363,0.0339,0.0267,0.0217,0.0205,0.0157,0.0537,0.0158,0.0122,0.038,-2.571840844,17.23098498,-2.662620014,17.22470947,-1.349165814,6.663486738,2.74,2.87,2.85,2.76,2.59,2.54,2.35,3.03,0.33,0.26,0.68,-2.126884622,11.4666949,58.63,58.4,57.68,56.82,56.59,55.78,59.88,2.04,1.58,4.1,-3.618049541,315.3854749,0.328,0.262,0.0389,0.00481,0.00158,0,0.723,0.32642,0.25719,2641.89,31.5,63.97,65.34,64.65,64.52,64.82,60.77,56.95,55.65,54.68,53.58,52.51,51.54,52.57,53.89,53.62,54.45,54.31,54.84,55.18,53.67,51.98,50.37,48.63,45.85,45.43,46.2,44.8,44.3,42.49,31.8,2556.38,63,72.18,73.99,72.28,73.63,74.77,72.02,66.13,63.28,61.65,60.7,60.18,63.87,62.16,69.17,68.22,66.76,62.5,59.86,60.62,58.61,57.87,56.18,53.88,48.83,48.83,49.31,49.36,47.97,45.77,36.84,-2.546492168,25.95828416,0.315,0.369,0.358,0.315,0.274,0.263,0.235,0.471,0.106,0.084,0.236,-1.937846938,10.04211185,72.12,74.31,73.66,71.83,70.23,69.79,68.78,76.08,4.52,3.43,7.3,-1.970370074,10.95438138,74.31,76.48,76.03,74.07,71.98,71.5,70.12,78.01,4.98,4.05,7.89,-0.394021394,3.33696263,2.9,2.09,-0.61,-3.72,-4.68,-7.71,4.57,7.58,5.81,12.28
828,RS112,RussellSq1,RussellSq,930,12-44-3,2019-06-19 11:45,2019-06-19 11:55,51.521683,-0.125982,4,2,3,4,0.366116524,-0.012563133,4,1,3,2,5,4,4,2,4,2,5,5,5,5,1,5,5,1,68,,2,0,0,0,1,0,0,,5,3,,,,1,,1,1,1,1,1,0,0,,0,English,1,-3.23313457,26.58581079,0.0116,0.0329,0.0282,0.00686,0.00311,0.00293,0.00258,0.0388,0.02997,0.02509,0.03622,-2.338899876,14.02445939,64.02,66.53,65.47,63.32,62.29,61.94,61.13,72.13,4.59,3.18,11,-2.434608453,1247.900425,-2.531963812,11.05315124,-1.151253039,6.408864959,21.8,20.7,18.7,17.3,17,15.6,27.8,4.8,3.4,12.2,-2.119094498,27.07373484,0.0278,0.037,0.0343,0.0268,0.0219,0.0208,0.017,0.0785,0.0162,0.0124,0.0615,-2.578652922,17.17699053,-2.672788299,17.16933574,-1.761296033,6.928561135,2.58,2.75,2.72,2.62,2.35,2.31,2.16,3.11,0.44,0.37,0.95,-2.245959377,11.92286095,59.78,58.9,56.65,55.64,55.25,54.45,62.77,4.53,3.26,8.32,-3.485943089,83.37326593,0.248,0.186,0.04,0.0063,0.00278,0,1.04,0.24522,0.1797,2421.55,40,61.88,63.02,64.39,64.38,63.78,61.11,57.96,57.57,56.51,55.16,53.86,52.86,52.63,54.97,55.19,54.45,53.43,52.08,50.96,50.53,51.46,49.81,47.24,42.45,41.71,40.7,40.12,40.89,35.99,24.19,2516.21,40,72.09,75.63,77.98,76.61,73.1,70.25,65.99,65.62,64.9,62.74,62.25,64.55,66.13,70.17,69.84,68.02,70.89,64.07,64.14,57.7,56.15,54.34,52.83,51.34,49.77,47.21,49.65,46.88,44.85,38.54,-3.924397166,29.37948011,0.304,0.361,0.347,0.303,0.257,0.244,0.211,0.462,0.117,0.09,0.251,-2.04540705,11.62763486,71.64,73.91,72.96,71.34,69.91,69.6,68.52,77.09,4.31,3.05,8.57,-1.997325488,11.41620563,73.56,75.78,75.16,73.22,71.63,71.24,69.59,79.69,4.54,3.53,10.1,-0.243254017,3.255112585,3.57,2.98,0.19,-2.6,-3.21,-7.22,5.36,6.78,5.58,12.58
829,RS113,RussellSq1,RussellSq,927,12-54-4,2019-06-19 12:43,2019-06-19 12:53,51.521683,-0.125982,2,1,2,4,0.457106781,-0.146446609,4,2,3,3,4,1,3,3,4,3,3,4,4,4,4,3,3,4,72,41,1,1,0,0,0,0,0,,7,3,,,,1,,1,1,1,1,0,0,0,,0,English,1,-3.639292474,28.7435354,0.00499,0.00709,0.00633,0.00468,0.00379,0.00356,0.00316,0.00938,0.00353,0.00254,0.00622,-1.92878327,11.37300658,65.65,66.27,66.13,65.65,65.11,64.86,63.96,67.06,1.41,1.02,3.1,-2.285920576,215.8957074,-2.403386078,10.80894163,-1.036720228,3.374553826,22.2,22,21,20,19.7,18.2,24.3,2.5,2,6.1,-2.370523624,28.68939691,0.0277,0.0368,0.0346,0.0268,0.0221,0.021,0.0153,0.0514,0.0158,0.0125,0.0361,-2.507873287,17.09930957,-2.597767197,17.10404169,-1.476672621,6.832108214,3.02,3.13,3.11,3.03,2.91,2.85,2.71,3.28,0.28,0.2,0.57,-1.998337815,11.47150867,59.3,59.12,58.58,58.06,57.86,57.2,60.23,1.44,1.06,3.03,-3.557378806,38.90346417,0.115,0.0879,0.0223,0.00407,0.00174,0,0.31,0.11326,0.08383,2751.59,40,61.6,61.67,62.5,62.49,62.11,60.89,57.95,56.91,55.93,53.24,52.83,52.41,52.8,53.8,53.89,54.74,55.44,55.21,55.89,55.53,54,50.72,50.69,48.52,48.72,48.96,47.58,47.37,44.05,34.84,2664.3,25,76.02,70.14,69.96,71.07,71.95,70.26,67.14,65.84,65.48,61.97,61.92,60.21,60.59,60.99,61.77,61.38,60.81,60.05,59.27,60.78,59.06,54.65,56.05,51.34,51.69,52.44,51.26,51.07,48.02,38.72,-2.029399557,22.70561196,0.316,0.372,0.357,0.312,0.279,0.269,0.235,0.44,0.103,0.078,0.205,-1.963894203,10.09693146,70.8,72.52,72.14,70.55,69.32,69.08,67.2,74.6,3.44,2.82,7.4,-1.978261884,10.70130837,72.9,74.94,74.29,72.51,70.96,70.65,69.42,81.57,4.29,3.33,12.15,-0.440144857,2.959772973,3.46,3.08,0.61,-1.7,-2.41,-5.71,5.75,5.87,4.78,11.46
830,RS114,RussellSq1,RussellSq,917,12-55-5,2019-06-19 12:34,2019-06-19 12:44,51.521683,-0.125982,3,2,3,3,-0.189339828,-0.060660172,2,4,4,5,1,1,3,5,2,2,3,3,3,5,5,5,5,5,100,71,1,0,0,1,0,0,0,,7,1,,,Display and energy come before subtle thoughtful thinking,1,,4,1,1,1,0,0,0,,0,English,1,-2.897747036,26.52615075,0.00537,0.0138,0.0078,0.00451,0.0027,0.00241,0.0022,0.0192,0.01139,0.0051,0.017,-2.041418862,11.30199514,64.65,65.64,65.45,64.82,63.21,62.49,61.41,67.91,3.15,2.24,6.5,-2.301920521,177.7208836,-2.388279656,10.88128917,-2.085850712,136.205732,22.6,22,19.3,17.5,17,15.6,24.8,5.6,4.5,9.2,-2.329643338,28.42647605,0.027,0.0372,0.0349,0.0261,0.0205,0.0193,0.0143,0.0475,0.0179,0.0144,0.0332,-2.512318465,17.23141225,-2.588606652,17.24062452,-1.93537992,6.743813355,2.81,2.99,2.97,2.84,2.59,2.52,2.27,3.14,0.47,0.38,0.87,-2.138569689,11.40856492,58.44,58.11,57.29,56.14,55.42,54.35,61.52,3.02,1.97,7.17,-2.379273232,15.7176154,0.356,0.252,0.065,0.00891,0.0048,0,0.65,0.3512,0.24309,2668.88,40,58.62,60.97,64.67,64.04,60.7,64.08,64.19,58.9,58.54,55.68,52.73,51.75,51.55,52.24,52.61,52.02,52.66,54.57,55.92,54.89,52.64,49.7,49.04,46.65,46.01,45.9,44.68,45.57,43.96,32.32,2566.59,100,68.61,68.39,72.46,74,71.95,76.4,77.2,72.01,70.14,67.65,65.15,61.28,70.36,61.33,62.37,59.78,57.69,63.13,60.05,59.89,57.09,53.97,53.02,50.71,49.49,50.43,49.19,48.98,47.46,38.24,-1.996425095,22.36429363,0.301,0.361,0.348,0.299,0.257,0.245,0.203,0.445,0.116,0.091,0.242,-2.015217217,10.3653353,71.93,76.39,75.3,70.38,68.78,68.44,67.41,78.64,7.95,6.52,11.23,-2.002457794,10.39107541,73.14,76.97,75.92,72.19,70.3,69.92,68.62,79.1,7.05,5.62,10.48,-0.599925309,5.239449021,3.18,2.16,-0.77,-3.76,-5.05,-8.34,5.31,8.23,5.92,13.65
831,RS115,RussellSq1,RussellSq,953,12-56-6,2019-06-19 13:41,2019-06-19 13:51,51.521683,-0.125982,4,4,3,4,0.323223305,0.073223305,4,1,4,4,2,3,4,2,4,3,4,3,3,1,1,4,1,1,32,72,2,0,0,1,0,0,0,,7,1,,,could do with the fountain being quieter : calmer,1,,4,1,1,1,0,0,0,,1,English,1,-1.948674024,18.45565002,0.0201,0.0606,0.0358,0.0143,0.00924,0.00796,0.00647,0.0882,0.05264,0.02656,0.08173,-2.349806308,15.032126,65.91,67.61,66.74,65.72,65.05,64.84,63.21,69.84,2.77,1.69,6.63,-2.395545133,1049.721085,-2.510905792,10.78578248,-0.759373484,3.168163305,22.5,22,20.5,19.3,18.9,16.8,26.3,3.6,2.7,9.5,-2.103834629,26.46028705,0.0294,0.044,0.0373,0.0275,0.0217,0.0204,0.0171,0.0933,0.0236,0.0156,0.0762,-2.539336587,17.19857976,-2.620721474,17.20168211,-0.65357913,6.150276093,2.83,2.95,2.93,2.83,2.73,2.68,2.46,3.06,0.27,0.2,0.6,-2.432798668,18.20715557,60.52,59.78,58.75,57.89,57.72,56.64,62.47,2.8,1.89,5.83,-3.565700792,271.6636609,0.298,0.219,0.0518,0.0111,0.00639,0,0.862,0.29161,0.2079,2697.75,50,62.95,62.6,64.78,64.9,62.94,58.19,55.86,56.32,55.37,53.46,53.23,52.23,53.57,55.69,56.48,55.71,54.67,55.51,56.51,55.78,54.02,51.19,49.66,47.13,46.53,46.8,45.8,46.39,44.09,33.59,2722.51,25,77.69,71.51,73.22,74.29,73.44,69.58,64.5,65.21,65.16,62.59,63.33,61.49,66.19,68.29,68.76,67.82,63.81,62.68,63.9,60.06,61.75,55.62,53.83,50.67,50.59,51.86,49.73,53.18,48.48,50.17,-1.983375288,22.00733466,0.314,0.376,0.362,0.311,0.271,0.254,0.206,0.444,0.122,0.091,0.238,-2.061081174,11.1450096,71.68,74.03,73.33,71.46,69.38,68.95,68.03,76.57,5.08,3.95,8.54,-2.055182753,12.97561686,74.06,76.79,75.92,73.58,70.86,70.39,69.17,83.76,6.4,5.06,14.59,-0.423786904,5.602525593,3.16,2.75,0.05,-3.06,-4.32,-10.54,5.3,7.48,5.81,15.84
832,RS116,RussellSq1,RussellSq,929,12-59-7,2019-06-19 12:49,2019-06-19 12:59,51.521683,-0.125982,2,2,4,1,-0.237436867,-0.030330086,2,2,3,2,2,5,1,2,2,2,4,2,2,3,1,3,3,2,48,99,2,1,0,0,0,0,0,,5,3,,,,3,,1,1,1,1,0,0,0,,0,English,1,-2.141199868,21.03860508,0.0136,0.028,0.0222,0.0124,0.00585,0.00525,0.00447,0.0331,0.02275,0.01635,0.02863,-2.198968817,11.60516379,67.17,68.14,67.87,67.1,66.19,65.87,64.88,70.87,2.27,1.68,5.99,-2.375976186,1217.584642,-2.484196971,10.61680364,-0.571141418,3.497281198,24.5,24.1,22.9,21.6,21.1,19.3,30.5,3.4,2.5,11.2,-2.624842729,29.55122177,0.0288,0.0403,0.0359,0.0276,0.022,0.0207,0.0174,0.0959,0.0196,0.0139,0.0785,-2.583807466,16.8867448,-2.674067748,16.85145659,-0.722642002,6.062033488,3.28,3.42,3.4,3.29,3.14,3.02,2.81,3.58,0.4,0.26,0.77,-2.132099816,11.25464466,61.44,61.22,60.36,59.54,59.24,58.09,63.77,2.2,1.68,5.68,-3.904742765,11811.40927,0.407,0.24,0.0435,0.00843,0.00412,0,1.23,0.40288,0.23157,2809.23,31.5,59.76,62.87,62.68,62.27,61.14,57.91,55.94,54.66,54.38,53.09,53.64,53.69,54.39,56.36,56.95,55.92,55.38,55.78,54.8,55.03,54.42,52.73,52.98,50.35,49.24,50.23,49.14,47.43,45.7,37.06,2648.97,500,67.66,69.71,71.38,70.58,69.95,65.87,63.89,64.55,61.94,64.32,68.1,67.69,66.25,72.12,67.91,67.58,69.45,67.04,63.59,63.81,58.08,57.79,56.84,53.18,52.41,53.62,52.08,50.05,48.09,40.5,-1.985483084,21.94014248,0.321,0.382,0.367,0.321,0.277,0.267,0.229,0.452,0.115,0.09,0.223,-1.994823393,10.27356328,70.91,72.38,71.89,70.72,69.8,69.53,68.74,75,2.85,2.09,6.26,-1.947588332,9.938541448,72.47,74.05,73.63,72.27,71.3,71,69.99,76,3.05,2.33,6.01,-0.347532553,3.135113616,3.42,2.8,0.66,-1.37,-2.1,-5.76,6.58,5.52,4.17,12.34
833,RS117,RussellSq1,RussellSq,954,2013-03-09,2019-06-19 13:47,2019-06-19 13:57,51.521683,-0.125982,2,1,3,5,0.780330086,0.194543648,5,1,5,1,5,1,5,4,4,5,2,5,5,4,3,2,1,1,44,25,1,1,0,0,0,0,0,,5,1,,,it's relaxing,3,work in the area,1,1,1,1,0,0,0,,1,English,1,-1.737598822,18.46433168,0.00491,0.0114,0.00631,0.00424,0.00305,0.0028,0.00254,0.0211,0.0086,0.00326,0.01856,-2.207629755,11.27201486,66.53,67.16,66.83,66.39,65.98,65.77,65.1,71.72,1.39,0.85,6.62,-2.369567256,145.1123981,-2.511888935,10.7490133,1.239069734,4.385991567,23,22.6,21.7,20.9,20.7,19.3,27,2.3,1.7,7.7,-2.910329732,30.1838995,0.0291,0.0385,0.0347,0.0274,0.0217,0.0199,0.0158,0.19,0.0186,0.013,0.1742,-2.482844079,16.87466204,-2.583838636,16.88797772,-0.711843952,7.115023306,3.06,3.16,3.13,3.05,2.98,2.96,2.84,3.43,0.2,0.15,0.59,-2.14584028,11.15498339,60.33,59.92,59.45,58.96,58.8,57.97,64.11,1.53,0.96,6.14,-3.37697649,18.58244385,0.153,0.102,0.0271,0.00394,0.00125,0,0.838,0.15175,0.09806,2758.96,40,59.82,62.27,65.02,64.08,61.03,58.96,57.02,55.97,55.55,52.99,52.73,52.44,53.5,54.39,55.42,56.27,56.22,56.29,56.02,54.84,53.08,51.12,50.93,48.07,48.46,49.72,47.06,46.34,44.83,35.86,2627.12,40,70.54,71.31,71.84,71.68,71.11,68.49,64.68,62.52,62.43,60.7,60.28,60.32,66.91,70.28,69.96,67.1,62.41,68.02,63.7,58.99,56.84,55.66,56.18,54.26,52,53.18,50.39,48.68,47.57,38.32,-2.059319392,22.91336485,0.319,0.374,0.361,0.315,0.282,0.273,0.248,0.503,0.101,0.079,0.255,-2.048657239,10.04773618,71.36,72.9,72.45,71.26,70.03,69.77,68.74,74.2,3.13,2.42,5.46,-2.041675508,9.878241087,73.11,74.69,74.39,72.97,71.64,71.38,70.24,76.94,3.31,2.75,6.7,-0.372619603,3.409662727,3.21,2.7,0.25,-2.82,-3.49,-5.49,4.93,6.7,5.52,10.42
834,RS118,RussellSq1,RussellSq,918,13-14-11,2019-06-19 13:04,2019-06-19 13:14,51.521683,-0.125982,2,1,3,5,0.603553391,-0.353553391,4,1,4,4,4,1,2,3,4,4,3,2,3,3,4,3,2,3,60,,1,1,0,0,0,0,0,,5,1,,,,1,,4,1,1,1,1,0,0,Answer the phone,0,English,1,-1.968556622,17.9329487,0.027,0.0607,0.0502,0.0221,0.00719,0.00558,0.00468,0.0805,0.05512,0.04301,0.07582,-2.798947649,2488.490284,69.92,73.72,71.98,68.73,67.67,67.47,67.02,78.18,6.25,4.31,11.16,-2.375886518,4658.273925,-2.474355663,10.05885219,-1.162259722,109.2340791,30,28.8,25.9,23.9,23.3,21.5,36.1,6.7,4.9,14.6,-2.068243851,26.05681012,0.0315,0.0469,0.0417,0.0292,0.0225,0.021,0.0162,0.136,0.0259,0.0192,0.1198,-2.431010267,16.30313726,-2.516896895,16.30095216,-0.525573909,6.021817851,3.31,3.48,3.45,3.32,3.17,3.12,2.97,3.67,0.36,0.28,0.7,-2.642335582,242.8810473,65.7,64.66,62.04,60.74,60.5,60.07,68.49,5.2,3.92,8.42,-3.797331858,23811.46096,0.565,0.385,0.081,0.0162,0.00838,0,1.36,0.55662,0.3688,2806.82,31.5,60.66,62.9,62.57,62.28,62.49,62.06,59.3,60.34,58.34,57.11,57.35,58.08,55.81,61.17,62.69,60.77,57.85,57.08,55.1,55.3,55.33,53.63,54.67,51.66,51.08,52.21,50.54,51.27,48.53,38.03,2665.92,630,67.51,70.45,70.14,69.92,72.15,73.61,68.11,70.01,68.18,66.44,69.01,70.6,69.73,76.29,80.02,79.55,72.46,73.31,64.22,62.35,64.38,59.63,59.29,56.58,55.33,56.42,54.45,54.59,52.32,42.29,-2.036887308,22.38459743,0.335,0.415,0.396,0.332,0.275,0.256,0.212,0.601,0.159,0.121,0.389,-2.2749274,25.30195983,73.6,76.56,75.27,73.06,71.4,70.95,69.56,80.17,5.61,3.87,10.61,-2.153956407,14.19487502,74.65,77.18,76.11,74.32,72.74,72.36,70.84,80.3,4.82,3.37,9.46,-0.412099089,3.249340246,4.77,3.86,1.47,-0.84,-1.25,-4.45,6.5,6.02,4.7,10.95
835,RS119,RussellSq1,RussellSq,936,13-17-12,2019-06-19 13:05,2019-06-19 13:15,51.521683,-0.125982,3,1,2,4,0.780330086,0.073223305,5,2,4,3,4,1,3,1,4,2,3,4,4,4,4,2,3,3,64,,1,1,0,0,0,0,0,,5,1,,,,1,,1,2,1,1,0,0,0,Work nearby,0,English,1,-2.131214318,24.34415208,0.00474,0.00676,0.00603,0.00463,0.00339,0.00303,0.00257,0.00776,0.00373,0.00264,0.00519,-2.082713401,11.51028831,66.25,67.04,66.75,66.16,65.69,65.53,65.09,68.83,1.51,1.06,3.74,-2.302495258,282.2815099,-2.414764357,10.72120906,-0.579597549,3.044854022,23.1,22.7,21.6,20.6,20.3,18.8,25.2,2.8,2.1,6.4,-2.210045101,27.74297633,0.0274,0.0367,0.0336,0.0268,0.0216,0.0205,0.0169,0.0529,0.0162,0.012,0.036,-2.477082858,16.94846958,-2.559819129,16.95543474,-1.337382563,6.561095012,3.29,3.42,3.4,3.3,3.19,3.13,2.96,3.59,0.29,0.21,0.63,-2.118864194,11.45474856,60.25,59.94,59.18,58.61,58.47,57.88,61.73,1.78,1.33,3.85,-3.411931358,32.96175451,0.217,0.124,0.0316,0.00691,0.00385,0,0.716,0.21315,0.11709,2743.65,40,58.78,61.99,63.33,63.19,61.15,59.33,56.84,54.51,53.65,51.71,50.86,50.6,51.25,52.32,54.91,55.85,54.61,54.55,53.56,54.17,54.16,52.41,51.02,48.34,50.14,48.24,48.72,48.34,41.39,32.31,2659.63,40,67.54,70.57,70.93,70.59,69.2,69.89,63.86,63.56,61.21,59.5,58.02,60.07,60.63,62.3,67.29,64.12,62.93,61.22,58.94,60.16,57.83,55.75,54.48,51.31,53.13,52.24,51.63,51.52,45.92,36.68,-2.031189606,22.54845037,0.297,0.354,0.34,0.297,0.256,0.245,0.215,0.39,0.109,0.084,0.175,-2.033672506,10.52542694,70.31,71.68,71.35,70.22,69.04,68.79,67.78,72.76,2.89,2.31,4.98,-1.995107144,10.30632488,71.72,73.23,72.85,71.61,70.38,70.04,69.11,74.44,3.19,2.47,5.33,-0.220254556,3.019040163,3.41,2.8,0.46,-2.11,-2.95,-6.61,4.99,6.36,4.91,11.6
836,RS119,RussellSq1,RussellSq,936,13-17-12,2019-06-19 13:05,2019-06-19 13:15,51.521683,-0.125982,3,1,2,4,0.780330086,0.073223305,5,2,4,3,4,1,3,1,4,2,3,4,4,4,4,2,3,3,64,,1,1,0,0,0,0,0,,5,1,,,,1,,1,2,1,1,0,0,0,Work nearby,0,English,1,-2.131214318,24.34415208,0.00474,0.00676,0.00603,0.00463,0.00339,0.00303,0.00257,0.00776,0.00373,0.00264,0.00519,-2.082713401,11.51028831,66.25,67.04,66.75,66.16,65.69,65.53,65.09,68.83,1.51,1.06,3.74,-2.302495258,282.2815099,-2.414764357,10.72120906,-0.579597549,3.044854022,23.1,22.7,21.6,20.6,20.3,18.8,25.2,2.8,2.1,6.4,-2.210045101,27.74297633,0.0274,0.0367,0.0336,0.0268,0.0216,0.0205,0.0169,0.0529,0.0162,0.012,0.036,-2.477082858,16.94846958,-2.559819129,16.95543474,-1.337382563,6.561095012,3.29,3.42,3.4,3.3,3.19,3.13,2.96,3.59,0.29,0.21,0.63,-2.118864194,11.45474856,60.25,59.94,59.18,58.61,58.47,57.88,61.73,1.78,1.33,3.85,-3.411931358,32.96175451,0.217,0.124,0.0316,0.00691,0.00385,0,0.716,0.21315,0.11709,2743.65,40,58.78,61.99,63.33,63.19,61.15,59.33,56.84,54.51,53.65,51.71,50.86,50.6,51.25,52.32,54.91,55.85,54.61,54.55,53.56,54.17,54.16,52.41,51.02,48.34,50.14,48.24,48.72,48.34,41.39,32.31,2659.63,40,67.54,70.57,70.93,70.59,69.2,69.89,63.86,63.56,61.21,59.5,58.02,60.07,60.63,62.3,67.29,64.12,62.93,61.22,58.94,60.16,57.83,55.75,54.48,51.31,53.13,52.24,51.63,51.52,45.92,36.68,-2.031189606,22.54845037,0.297,0.354,0.34,0.297,0.256,0.245,0.215,0.39,0.109,0.084,0.175,-2.033672506,10.52542694,70.31,71.68,71.35,70.22,69.04,68.79,67.78,72.76,2.89,2.31,4.98,-1.995107144,10.30632488,71.72,73.23,72.85,71.61,70.38,70.04,69.11,74.44,3.19,2.47,5.33,-0.220254556,3.019040163,3.41,2.8,0.46,-2.11,-2.95,-6.61,4.99,6.36,4.91,11.6
837,RS119,RussellSq1,RussellSq,936,13-26-13,2019-06-19 13:05,2019-06-19 13:15,51.521683,-0.125982,3,1,2,4,0.780330086,0.073223305,5,2,4,3,4,1,3,1,4,2,3,4,4,4,4,2,3,3,64,,1,1,0,0,0,0,0,,5,1,,,,1,,1,2,1,1,0,0,0,Work nearby,0,English,1,-2.131214318,24.34415208,0.00474,0.00676,0.00603,0.00463,0.00339,0.00303,0.00257,0.00776,0.00373,0.00264,0.00519,-2.082713401,11.51028831,66.25,67.04,66.75,66.16,65.69,65.53,65.09,68.83,1.51,1.06,3.74,-2.302495258,282.2815099,-2.414764357,10.72120906,-0.579597549,3.044854022,23.1,22.7,21.6,20.6,20.3,18.8,25.2,2.8,2.1,6.4,-2.210045101,27.74297633,0.0274,0.0367,0.0336,0.0268,0.0216,0.0205,0.0169,0.0529,0.0162,0.012,0.036,-2.477082858,16.94846958,-2.559819129,16.95543474,-1.337382563,6.561095012,3.29,3.42,3.4,3.3,3.19,3.13,2.96,3.59,0.29,0.21,0.63,-2.118864194,11.45474856,60.25,59.94,59.18,58.61,58.47,57.88,61.73,1.78,1.33,3.85,-3.411931358,32.96175451,0.217,0.124,0.0316,0.00691,0.00385,0,0.716,0.21315,0.11709,2743.65,40,58.78,61.99,63.33,63.19,61.15,59.33,56.84,54.51,53.65,51.71,50.86,50.6,51.25,52.32,54.91,55.85,54.61,54.55,53.56,54.17,54.16,52.41,51.02,48.34,50.14,48.24,48.72,48.34,41.39,32.31,2659.63,40,67.54,70.57,70.93,70.59,69.2,69.89,63.86,63.56,61.21,59.5,58.02,60.07,60.63,62.3,67.29,64.12,62.93,61.22,58.94,60.16,57.83,55.75,54.48,51.31,53.13,52.24,51.63,51.52,45.92,36.68,-2.031189606,22.54845037,0.297,0.354,0.34,0.297,0.256,0.245,0.215,0.39,0.109,0.084,0.175,-2.033672506,10.52542694,70.31,71.68,71.35,70.22,69.04,68.79,67.78,72.76,2.89,2.31,4.98,-1.995107144,10.30632488,71.72,73.23,72.85,71.61,70.38,70.04,69.11,74.44,3.19,2.47,5.33,-0.220254556,3.019040163,3.41,2.8,0.46,-2.11,-2.95,-6.61,4.99,6.36,4.91,11.6
